69,69(體位)
meltryllis_(swimsuit_lancer)_(fate),メルトリリス(水著)
midare_toushirou,亂藤四郎
midorikawa_nao,綠川直
midoriya_izuku,綠穀出久
mifune_miyu,三船美優
miia_(monster_musume),ミーア(モンスター娘のいる日常)
mika_(girls_und_panzer),ミカ(GuP)
mikazuki_munechika,三日月宗近(刀剣亂舞)
mikazuki_yozora,三日月夜空
miki_sayaka,美樹沙耶香
mikisugi_aikurou,美木杉愛九郎
mikko_(girls_und_panzer),ミッコ(GuP)
milfeulle_sakuraba,ミルフィーユ桜葉
mimura_kanako,三村かな子
minami_kotori,南小鳥
minamino_kanade,南野奏
minamoto_no_raikou_(swimsuit_lancer)_(fate),源頼光(水著)
minamoto_sakura,源さくら
minase_akiko,水瀬秋子
minase_iori,水瀨伊織
minase_nayuki,水瀬名雪
minato_aqua,湊阿庫婭
minazuki_karen,水無月かれん
misaka_imouto,禦阪妹
misaka_mikoto,禦阪美琴
mishaguji,ミシャグジさま
miss_cloud,misscloud
misumi_nagisa,美墨なぎさ
mitake_ran,美竹蘭
miura_azusa,三浦あずさ
miyafuji_yoshika,宮藤芳佳
miyako_yoshika,宮古芳香
miyamizu_mitsuha,宮水三葉
miyamoto_frederica,宮本フレデリカ
miyamoto_musashi_(swimsuit_berserker)_(fate),宮本武蔵(水著)
miyanaga_saki,宮永咲
miyu_edelfelt,美游•艾德費爾特
mizuhashi_parsee,水橋パルスィ
mizunashi_akari,水無燈裏
mizuno_ai,水野愛
mizuno_ami,水野亜美
mizutani_eri,水穀絵理
mogami_shizuka,最上靜香
momoe_nagisa,百江なぎさ
momozono_love,桃園ラブ
mononobe_no_futo,物部布都
mordred_(fate),莫德雷德（命運）
mordred_(swimsuit_rider)_(fate),モードレッド(水著)
morichika_rinnosuke,森近霖之助
morikubo_nono,森久保諾諾
morishima_haruka,森島はるか
moriya_suwako,洩矢諏訪子
moroboshi_kirari,諸星きらり
motoori_kosuzu,本織小鈴
mukai_takumi,向井拓海
mukaido_manaka,向井戸まなか
mumei_(kabaneri),無名(甲鉄城のカバネリ)
murasa_minamitsu,村紗水蜜
murasaki_shikibu_(fate),紫式部（命運）
murasaki_shion,紫咲詩音
myoudouin_itsuki,明堂院いつき
naegi_makoto,苗木誠
nagae_iku,永江衣玖
naganohara_mio,長野原みお
nagato_yuki,長門有希
nagisa_kaworu,渚カヲル
nakano_azusa,中野梓
nakano_miku,中野三玖
nakano_nino,中野二乃
nakano_yotsuba,中野四葉
namazuo_toushirou,鯰尾藤四郎
nanami_chiaki,七海千秋
nanao_yuriko,七尾百合子
nanasaki_ai,七咲逢
naoe_riki,直枝理樹
naomi_(girls_und_panzer),ナオミ(Gup)
narukami_yuu,鳴上悠
natori_sana,名取紗那
natsu_megumi,奈津恵
natsuiro_matsuri,夏色まつり
natsume_kyousuke,棗恭介
natsume_rin,棗鈴
nekomiya_hinata,貓宮ひなた
nekomusume,貓娘
nekomusume_(gegege_no_kitarou_6),6期貓娘
nemoto_hina,根元陽菜
nero_claudius_(bride)_(fate),尼祿克勞狄斯（新娘）（命運）
nero_claudius_(fate),尼祿克勞狄斯（命運）
nero_claudius_(swimsuit_caster)_(fate),ネロ・クラウディウス(水著)
nibutani_shinka,丹生谷森夏
niijima_makoto,新島真
nijimura_okuyasu,虹村億泰
nikaidou_saki,二階堂サキ
ninomiya_asuka,二宮飛鳥
nishi_kinuyo,西絹代
nishida_satono,爾子田裏乃
nishikino_maki,西木野真姬
nishizumi_maho,西住まほ
nishizumi_miho,西住美穗
nishizumi_shiho,西住しほ
nitocris_(swimsuit_assassin)_(fate),ニトクリス(水著)
nitta_minami,新田美波
nonna_(girls_und_panzer),ノンナ
northern_white-faced_owl_(kemono_friends),アフリカオオコノハズク(けものフレンズ)
noumi_kudryavka,能美クドリャフカ
nyarlathotep_(nyaruko-san),ニャル子
octoling,タコガール
oda_nobunaga_(fate),織田信長（命運）
ogasawara_sachiko,小笠原祥子
ogata_chieri,緒方智絵裏
ohara_mari,小原鞠莉
oikawa_shizuku,及川雫
okabe_rintarou,岡部倫太郎
okazaki_tomoya,岡崎朋也
okazaki_ushio,岡崎汐
okazaki_yumemi,岡崎夢美
okita_sougo,沖田総悟
okita_souji_alter_(fate),沖田總司alter（命運）
okita_souji_(fate),沖田總司（命運）
okumura_haru,奧村春
onozuka_komachi,小野塚小町
ooji_mochizou,大路もち蔵
ookami_mio,大神ミオ
oomori_yuuko,大森ゆうこ
oomuro_sakurako,大室櫻子
orange_pekoe_(girls_und_panzer),オレンジペコ(GuP)
oreki_houtarou,折木奉太郎
oribe_yasuna,折部やすな
orihara_izaya,折原臨也
oshida_(girls_und_panzer),押田(GuP)
oshino_shinobu,忍野忍
otonashi_yuzuru,音無結弦
otonashi_kotori,音無小鳥
ouma_kokichi,王馬小吉
oumae_kumiko,黃前久美子
oyama_mahiro,緒山真尋
palutena,パルテナ
patchouli_knowledge,帕秋莉 諾蕾姬
pepperoni_(girls_und_panzer),ペパロニ(GuP)
p-head_producer,間島P
pipimi,ピピ美
platelet_(hataraku_saibou),血小板(はたらく細胞)
popuko,ポプ子
princess_daisy,デイジー姫
princess_king_boo,キングテレサ姫
princess_of_moonbrook,ムーンブルクの王女
princess_peach,ピーチ姫
princess_zelda,ゼルダ姫
prinz_eugen_(azur_lane),歐根親王（碧藍航線）
prinz_eugen_(unfading_smile)_(azur_lane),歐根親王（不褪色的微笑）
producer_(idolmaster_cinderella_girls_anime),武內P
lucoa_(maidragon),ケツァルコアトル(小林さんちのメイドラゴン)
raiden_mei,雷電芽衣
ranma-chan,女らんま
re-class_battleship,戦艦レ級
reisen_udongein_inaba,鈴仙•優曇華院•因幡
reiuji_utsuho,靈烏路空
reizei_mako,冷泉麻子
remilia_scarlet,雷米莉亞
rensouhou-chan,連裝砲ちゃん
rensouhou-kun,連裝砲くん
ri-class_heavy_cruiser,重巡リ級
riesz,リース(聖剣伝説3)
ringo_(touhou),鈴瑚
rosehip_(girls_und_panzer),聖グロリアーナ女學院
ru-class_battleship,戦艦ル級
rumia,ルーミア
ryougi_shiki,両儀式
ryuuguu_rena,龍宮禮奈
saber,Saber
sage_(dq3),賢者
sagisawa_fumika,鷺沢文香
saigusa_haruka,三枝葉留佳
saigyouji_yuyuko,西行寺幽幽子
sairenji_haruna,西連寺春菜
sakagami_tomoyo,阪上智代
sakamoto_mio,阪本美緒
sakata_gintoki,阪田銀時
sakuma_mayu,佐久間まゆ
sakura_chiyo,佐倉千代
sakura_futaba,佐倉雙葉
sakura_kyouko,佐倉杏子
sakura_miku,桜ミク
sakurai_momoka,櫻井桃華
sakurajima_mai,櫻島麻衣
sakurauchi_riko,櫻內梨子
sanada_akihiko,真田明彥
sanageyama_uzu,猿投山渦
saniwa_(touken_ranbu),審神者(刀剣亂舞)
sanzen'in_nagi,三千院ナギ
saotome_alto,早乙女阿爾特
saotome_ranma,早乙女亂馬
sasaki_chie,佐々木千枝
sasaki_chiho,佐々木千穂
sasha_braus,サシャ・ブラウス
saten_ruiko,佐天涙子
satonaka_chie,裏中千枝
satou_kazuma,佐藤和真
sawa_azusa,澤梓
sawamura_spencer_eriri,澤村•斯潘塞•英梨梨
sayo_samonji,小夜左文字
scathach_(swimsuit_assassin)_(fate),スカサハ(水著)
seiran_(touhou),晴嵐（東方）
sekibanki,赤蠻奇
semiramis_(fate),セミラミス(Fate)
sendai_hakurei_no_miko,先代博麗の巫女
sengoku_nadeko,千石撫子
senjougahara_hitagi,戦場ヶ原ひたぎ
senkawa_chihiro,千川ちひろ
senketsu,神衣鮮血
sento_isuzu,千鬥いすず
serval_(kemono_friends),サーバル(けものフレンズ)
sesshouin_kiara,殺生院祈荒
seto_kousuke,瀬戸幸助
sf-a2_miki,SF-A2
shameimaru_aya,射命丸文
shanghai_doll,上海人形
shibuya_rin,澀穀凜
shidare_hotaru,枝垂ほたる
shihouin_yoruichi,四楓院夜一
shiina_mayuri,椎名まゆり
shijou_takane,四條貴音
shiki_eiki,四季映姫・ヤマザナドゥ
shima_rin,志摩凜
shimada_arisu,島田愛裏壽
shimamura_uzuki,島村卯月
shimazu_yoshino,島津由乃
shindou_takuto,神童拓人
shinjou_akane,新條茜
shinku,真紅
shinomiya_kaguya,四宮輝夜
shinonome_nano,東雲なの
shinonono_houki,篠ノ之箒
shiomi_kotone,汐見琴音
shirabe_ako,調辺アコ
shirai_kuroko,白井黑子
shirakami_fubuki,白上吹雪
shirakiin_ririchiyo,白鬼院凜々蝶
shiranui_mai,不知火舞
shirasaka_koume,白阪小梅
shirase_sakuya,白瀬咲耶
shirayuki_hime,白雪ひめ
shirogane_naoto,白鐘直鬥
shizuka_rin,靜凜
shokudaikiri_mitsutada,燭台切光忠
shokuhou_misaki,食蜂操祈
shoukaku_(azur_lane),翔鶴(アズールレーン)
siege_(arknights),推進之王（明日方舟）
silica,綾野珪子
sin_sack,罪袋
sinon,詩乃|詩乃(SAO)
sirius_(azure_horizons)_(azur_lane),天狼星
sirius_(scorching-hot_seirios)_(azur_lane),天狼星
siro_(dennou_shoujo_youtuber_siro),電脳少女シロ
skadi_(arknights),斯卡蒂（明日方舟）
slime_(dragon_quest),スライム肉まん
soga_no_tojiko,蘇我屠自古
son_gohan,孫悟飯
sonoda_umi,園田海末
sonohara_anri,園原杏裏
sonozaki_mion,園崎魅音
sonozaki_shion,園崎詩音
sora_ginko,空銀子
souryuu_asuka_langley,惣流明日香
souseiseki,蒼星石
stakes_of_purgatory,煉獄の七姉妹
star_platinum,星の白金
sugimoto_reimi,杉本鈴美
sugiura_ayano,杉浦綾乃
suigintou,水銀燈
suiseiseki,翠星石
sukuna_shinmyoumaru,少名針妙丸
sunazuka_akira,砂塚あきら
suou_pavlichenko,蘇芳・パヴリチェンコ
super_pochaco,すーぱーぽちゃ子
super_sonico,すーぱーそに子
suzukaze_aoba,涼風青葉
suzuki_jun,鈴木純
suzumiya_haruhi,涼宮春日
tachibana_arisu,橘ありす
tachibana_hibiki_(symphogear),立花響
tachibana_taki,立花瀧
ta-class_battleship,戦艦タ級
tada_riina,多田李衣菜
taihou_(azur_lane),大鳳(碧藍航線)
taihou_(forbidden_feast)_(azur_lane),大鳳（禁宴）
tainaka_ritsu,田井中律
takagaki_kaede,高垣楓
takagi-san,高木さんめ
takakura_himari,高倉陽毬
takamachi_nanoha,高町奈葉
takamaki_anne,高巻杏
takami_chika,高海千歌
takamori_aiko,高森藍子
takanashi_rikka,小鳥遊六花
takao_(azur_lane),高雄(碧藍航線)
takara_miyuki,高良みゆき
takarada_rikka,寶多六花
takasu_ryuuji,高須竜児
takatsuki_yayoi,高槻やよい
takeba_yukari,嶽羽ゆかり
takebe_saori,武部沙織
takei_hisa,竹井久
takimoto_hifumi,滝本ひふみ
tamamo_(fate),玉藻（命運）
tamamo_no_mae_(fate/extra),玉藻前（命運/額外）
tamamo_no_mae_(swimsuit_lancer)_(fate),玉藻前（泳裝）
tamura_yuri,田村ゆり
tanamachi_kaoru,棚町薫
taneshima_popura,種島ぽぷら
tanned_cirno,日焼けしたチルノ
tatara_kogasa,多多良小傘
tatebayashi_sakurako,館林櫻子
tateyama_ayano,楯山文乃
tatsumaki,戦慄のタツマキ
tatsumi_kanji,巽完二
tedeza_rize,天天座理世
teireida_mai,丁禮田舞
tendou_akane,天道あかね
tenjou_utena,天上歐蒂娜
tenjouin_asuka,天上院明日香
ten'ou_haruka,天王はるか
tachibana_kanade,立華奏
texas_(arknights),德克薩斯（明日方舟）
t-head_admiral,T督
todoroki_shouto,轟焦凍
toga_himiko,渡我被身子
tohno_akiha,遠野秋葉
tohno_shiki,遠野志貴
tohsaka_rin,遠阪凜
tohsaka_tokiomi,遠阪時臣
tokiko_(touhou),朱鷺子
tokisaki_kurumi,時崎狂三
tomoe_hotaru,土萠ほたる
tomoe_mami,巴麻美
toon_link,貓目リンク
toramaru_shou,寅丸星
toshinou_kyouko,歳納京子
totoki_airi,十時愛梨
toudou_shimako,藤堂志摩子
toudou_yurika,藤堂ユリカ
toujou_nozomi,東條希
touwa_erio,藤和エリオ
toyosatomimi_no_miko,豊聡耳神子
tsukikage_yuri,月影ゆり
tsukimiya_ayu,月宮あゆ
tsukino_mito,月ノ美兎
tsukino_usagi,月野兔
tsukioka_kogane,月岡戀鐘
tsukumo_benben,九十九弁々
tsukumo_yatsuhashi,九十九八橋
tsukuyomi_shirabe,月読調
tsurumaki_kokoro,弦巻こころ
tsurumaki_maki,弦巻マキ
tsurumaru_kuninaga,鶴丸國永
tsuruya,鶴屋さん
tsushima_yoshiko,津島善子
uchi_emiri,內笑美莉
udagawa_tomoe,宇田川巴
uehara_himari,上原ひまり
uiharu_kazari,初春飾利
ujimatsu_chiya,宇治松千夜
ultimate_madoka,女神まどか
united_kingdom_(hetalia),アーサー・カークランド
unzan,雲山
uraraka_ochako,麗日お茶子
uruha_rushia,潤羽露西婭
uryuu_ryuunosuke,雨生龍之介
usada_pekora,兔田佩克拉
usami_renko,宇佐見蓮子
usami_sumireko,宇佐見菫子
ushiromiya_ange,右代宮縁壽
ushiromiya_battler,右代宮戦人
ushiromiya_jessica,右代宮朱志香
ushiromiya_maria,右代宮真裏亞
utsugi_yuuki,宇津木優木
vampire_(azur_lane),吸血鬼(碧藍航線)
viktor_nikiforov,勇ヴィク
vivio,高町ヴィヴィオ
wakasagihime,わかさぎ姫
watanabe_you,渡辺曜
watatsuki_no_toyohime,綿月豊姫
watatsuki_no_yorihime,綿月依姫
white_mage,白魔道士
wo-class_aircraft_carrier,空母ヲ級
yae_sakura,八重櫻
yagami_hayate,八神疾風
yagen_toushirou,薬研藤四郎
yagokoro_eirin,八意永琳
yakumo_ran,八雲藍
yakumo_yukari,八雲紫
yamabuki_inori,山吹祈裏
yamada_aoi,山田葵
yamada_elf,山田エルフ
yamagishi_fuuka,山岸風花
yamanaka_ino,山中いの
yamanaka_sawako,山中さわ子
yamashiro_(azur_lane),山城(アズールレーン)
yamato-no-kami_yasusada,大和守安定
yaoyorozu_momo,八百萬百
yasaka_kanako,八阪神奈子
yazawa_nico,矢澤妮可
yorha_no._2_type_b,ヨルハ二號B型
yorha_no._9_type_s,ヨルハ九號S型
yorha_type_a_no._2,ヨルハA型二號
yorigami_jo'on,依神女苑
yorigami_shion,依神紫苑
yoshida_yuuko_(machikado_mazoku),吉田優子
yoshikawa_chinatsu,吉川ちなつ
yotsuba_alice,四葉ありす
yowane_haku,弱音ハク
yuigahama_yui,由比濱結衣
yuki_miku,雪初音
yukine_chris,雪音クリス
yukinoshita_yukino,雪之下雪乃
yukishiro_honoka,雪城ほのか
yumehara_nozomi,夢原のぞみ
yumemi_riamu,夢見璃亞夢
yumi_(senran_kagura),雪泉（閃亂神樂）
yumizuka_satsuki,弓塚さつき
nakamura_yuri,仲村ゆり
yuudachi_(azur_lane),夕立(アズールレーン)
yuuki_makoto,有裏湊
yuuki_mikan,結城美柑
yuzuhara_konomi,柚原このみ
yuzuki_yukari,結月ゆかり
yuzuriha_inori,楪いのり
z23_(azur_lane),Z23(碧藍航線)
1970s_(style),20世紀70年代(風格)
1980s_(style),20世紀80年代(風格)
1990s_(style),90年代(風格)
1boys,1個男性
1koma,單格漫畫
1other,1個非人類
2boys,2個男性
2girls,2個女性
2koma,雙分鏡漫畫
2others,2個非人類
39,ミクの日
3boys,3個男性
3girls,3個女性
3koma,三格漫畫
4boys,4個男性
4girls,4個女性
4koma,四格漫畫
5boys,5個男性
5girls,5個女性
5koma,五格漫畫
6+boys,6個以上的男性
6+girls,6個以上的女性
abs,腹肌
absolutely_everyone,大合影|全家福
abstract,抽象
abstract_background,抽象背景
absurdly_long_hair,超長的頭髮
abuse,虐待
acoustic_guitar,原聲吉他
acrylic_paint_(medium),亞克力畫風
adapted_costume,原設服裝改編
adapted_uniform,改裝制服
adjusting_clothes,撥弄衣服
adjusting_eyewear,扶眼鏡
adjusting_gloves,撥弄手套
adjusting_hair,理頭髮
adjusting_hat,整理帽子
adjusting_headwear,整理頭飾
adjusting_legwear,整理褲襪
adjusting_panties,撥內褲
adjusting_swimsuit,撥弄泳衣
aerial_fireworks,空中煙火
aestus_estus,原初之火(武器)
afloat,漂浮
afro,鳥窩頭|爆炸頭
after_anal,肛交後
after_fellatio,口交後
after_kiss,接吻後
after_paizuri,乳交後
after_sex,事後
after_vaginal,事後陰道特寫
afterglow,事後餘韻
afterimage,殘像
against_glass,壓在玻璃上
against_wall,壓在牆上
age_difference,年齡差
age_progression,年齡段展現
age_regression,幼化
ahegao,阿嘿顏
aiguillette,綬帶
aiming,瞄準
aiming_at_viewer,瞄準了讀者(的視角)
ainu_clothes,阿伊努人的服飾
air_bubble,氣泡
air_conditioner,空調
aircraft,飛行器
airplane,飛機
airship,飛艇
ajirogasa,笠帽
akanbe,拉下眼瞼的鬼臉
akeome,新年伊始
alarm_clock,鬧鐘
albino,白化病
album_cover,專輯封面
alcohol,酒
alien,外星人
alley,小巷
alolan_form,阿羅拉形態(寶可夢)
alpha_signature,阿爾法簽名(推特用)
alphes_(style),阿爾卑斯風格
alternate_breast_size,貧乳化|爆乳化
alternate_color,異色
alternate_costume,角色換裝
alternate_eye_color,與原設不同瞳色
alternate_form,與原設不同形態變化
alternate_hair_color,與原設不同發色變化
alternate_hair_length,與原設不同頭髮長度變化
alternate_hairstyle,與原設不同髮型變化
alternate_headwear,與原設不同頭飾變化
alternate_legwear,與原設不同腿部穿著變化
alternate_skin_color,與原設不同膚色變化
alternate_weapon,與原設不同武器變化
alternate_wings,與原設不同翅膀
ambiguous_gender,性別曖昧
america,美國
american_flag,星條旗
american_flag_bikini,星條旗比基尼
ammunition,彈藥
ammunition_belt,彈藥帶
amplifier_(instrument),大音響
amputee,肢體殘缺
amulet,護身符
anal,肛門|肛交
anal_fingering,手指刺激肛門
anal_hair,肛毛
anal_object_insertion,肛門物體插入
anal_tail,肛尾|插進肛門裏的尾巴
anchor,錨
anchor_choker,錨形項圈
anchor_hair_ornament,錨形發飾
anchor_print,錨形印花
anchor_symbol,錨形符號
androgynous,可男可女
android,人造人
angel_and_devil,天使與惡魔
angel_wings,天使的翅膀
anger_vein,青筋
anglerfish,鮟鱇
angora_rabbit,安哥拉兔
angry,發怒
anilingus,舔肛門
animal,動物
animal_costume,動物系裝扮
animal_ear_fluff,耳絨毛
animal_ears,獸耳
animal_focus,以動物為焦點
animal_hat,動物主題帽飾
animal_hood,獸耳頭罩
animal_hug,抱著動物
animal_on_head,頭上有動物
animal_on_lap,膝蓋上有動物
animal_on_shoulder,肩上有動物
animal_print,動物印花
animalization,動物化
anime_coloring,動畫上色
ankh,安庫(假面騎士OOO)
ankle_boots,踝靴
ankle_lace-up,腳踝系帶
ankle_ribbon,踝帶
ankle_socks,踝襪
ankle_strap,腳踝絲環
ankle_wrap,腳踝套
anklet,腳鐲
anniversary,紀念日
announcement_celebration,賀圖
annoyed,惱怒的
antenna_hair,呆毛
antennae,觸角
anti-materiel_rifle,反器材步槍
antique_firearm,舊式火器
antlers,鹿角
anus,肛門
anus_peek,微微露出肛門
anzio_military_uniform,安齊奧軍服
anzio_school_uniform,安齊奧校服
apple,蘋果
applying_makeup,化妝
april_fools,愚人節
aqua_background,水藍色背景
aqua_bow,水藍色蝴蝶結
aqua_dress,水藍色連衣裙
aqua_eyes,水藍色眼睛
aqua_hair,水藍色頭髮
aqua_legwear,水藍色的褲襪
aqua_nails,水藍色指甲
aqua_neckwear,水藍色領結
aqua_panties,水藍色內褲
aqua_ribbon,水藍色絲帶
aqua_shirt,水藍色襯衫
aqua_skirt,水藍色短裙
aqua_theme,水藍色
aquarium,水族館
arabian_clothes,阿拉伯服飾
arachne,蜘蛛屬性
araki_hirohiko_(style),荒木飛呂彥風
aran_sweater,愛爾蘭毛衣
arched_back,拱背
archery,射箭
architecture,建築
areola_slip,乳暈走光
argyle,菱形花紋
argyle_background,菱形背景
argyle_legwear,含菱形花紋的褲子
aria_company_uniform,亞利亞公司制服
arm_around_neck,單手摟著脖子
arm_around_waist,單手摟腰
arm_at_side,單手垂放
arm_behind_back,單手背到身後
arm_behind_head,單手托在腦後
arm_belt,臂環
arm_blade,手臂刀刃
arm_cannon,手炮
arm_garter,手臂襪帶
arm_grab,抓住手臂
arm_guards,護臂
arm_held_back,手臂往後拉
arm_hug,挽手
arm_ribbon,手臂絲帶
arm_tattoo,手臂有紋身
arm_under_breasts,托胸
arm_up,舉著手
arm_warmers,暖袖
arm_wrap,袖套
armband,腕章
armchair,扶手椅
armor,盔甲
armored_boots,裝甲靴
armored_dress,戰甲裙
armpit_crease,腋窩皺褶
armpit_cutout,衣服有能露出腋下的開口
armpit_hair,腋毛
armpit_peek,微微露出腋窩
armpits,腋下
arms_around_neck,雙手摟著脖子
arms_at_sides,雙手垂放
arms_behind_head,雙手抱頭
arms_under_breasts,雙手托胸
army,軍隊
arrancar,破面(死神系列)
arrow_(projectile),箭矢
arrow_(symbol),箭頭
art_brush,畫筆
art_nouveau,新藝術
artbook,美術集
artist_name,作者署名
artist_self-insert,以作者本人為藍本
asa_no_ha_(pattern),麻葉紋
ascot,阿斯科特領巾
ashford_academy_uniform,阿什福特學院制服
asian,亞洲人
asphyxiation,窒息
ass_cutout,露出屁股的服飾
ass_focus,屁股為焦點
ass_grab,抓著屁股
ass_shake,晃屁股
ass_support,托著屁股
ass_visible_through_thighs,正面可見的屁股
assault_rifle,突擊步槍
assisted_exposure,剝開衣服
ass-to-ass,屁股貼屁股
asymmetrical_bangs,不對稱的劉海
asymmetrical_clothes,不對稱的服飾
asymmetrical_docking,胸部互碰|胸頂著胸
